"ANZ.AX",29.92
"BHP.AX",25.98
"WOW.AX",22.91
"CBA.AX",80.67
"SHL.AX",21.90
"AMP.AX",4.78
"NAB.AX",29.69
"S32.AX",2.93
"RIO.AX",62.65
"TLS.AX",4.99
"WBC.AX",32.28
"WES.AX",40.75
"CSL.AX",95.00
"WPL.AX",30.59
"FMG.AX",6.68
"MQG.AX",85.24
"STO.AX",4.30
"NCM.AX",18.94
"RIO.AX",62.65
